date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:23:07	123046/123046	---M--	200	added ('OK')	text/css	date:Sat,%2001%20Jul%202017%2017:34:04%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/assets/css/style.css	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/assets/css/style.css	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:07	50004/50004	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:44%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/index-3.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/index-3.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:08	52086/52086	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:46%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/index-2.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/index-2.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:08	40220/40220	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:42%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/index-5.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/index-5.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:08	48582/48582	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:44%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/index-4.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/index-4.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:08	49273/49273	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:40%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/index-6.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/index-6.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:08	52369/52369	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:10%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/index-7.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/index-7.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:09	58482/58482	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:08%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/index-8.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/index-8.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:09	51631/51631	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:06%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/index-9.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/index-9.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:09	37145/37145	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:00%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/courses.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/courses.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:09	43790/43790	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:14%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/courses-2.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/courses-2.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:10	41310/41310	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:12%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/courses-3.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/courses-3.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:10	43604/43604	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:16%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/course-single.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/course-single.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:10	30446/30446	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:28%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/about.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/about.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:11	26809/26809	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2022:59:56%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/services.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/services.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:11	28738/28738	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2022:59:46%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/teacher.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/teacher.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:11	24750/24750	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2022:59:52%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/teacher-2.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/teacher-2.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:11	23378/23378	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2022:59:50%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/teacher-details.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/teacher-details.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:12	18683/18683	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:44%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/404.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/404.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:12	31548/31548	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:52%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/event.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/event.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:12	39173/39173	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:58%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/event-2.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/event-2.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:12	36928/36928	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:56%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/event-3.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/event-3.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:13	35691/35691	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:54%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/event-single.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/event-single.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:13	24153/24153	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:48%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/gallery.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/gallery.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:13	24153/24153	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:50%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/gallery-2.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/gallery-2.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:14	29912/29912	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:20%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/blog.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/blog.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:14	39642/39642	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:26%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/blog-2.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/blog-2.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:14	35957/35957	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:24%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/blog-3.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/blog-3.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:14	32431/32431	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:22%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/blog-4.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/blog-4.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:15	35008/35008	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2022:59:52%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/single.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/single.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:15	92536/92536	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2022:59:58%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/product.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/product.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:15	52759/52759	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:00:00%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/product-details.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/product-details.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:15	26687/26687	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2022:59:54%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/shop-cart.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/shop-cart.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:15	20991/20991	---M--	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202017%2023:01:18%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/contact.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/contact.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:16	3211/3211	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202017%2018:12:48%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/product/menu_cart_01.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/product/menu_cart_01.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:16	3303/3303	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202017%2018:13:24%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/product/menu_cart_02.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/product/menu_cart_02.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:16	2628/2628	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202017%2018:13:58%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/product/menu_cart_03.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/product/menu_cart_03.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:17	121050/121050	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2021:22:04%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/courses/course_01.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/courses/course_01.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:17	80429/80429	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2022:53:16%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/courses/course_03.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/courses/course_03.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:17	82678/82678	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2022:52:32%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/courses/course_02.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/courses/course_02.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:18	109539/109539	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2022:53:56%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/courses/course_05.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/courses/course_05.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:18	115673/115673	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2022:53:36%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/courses/course_04.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/courses/course_04.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:18	83324/83324	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2022:54:18%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/courses/course_06.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/courses/course_06.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:18	91553/91553	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:29:42%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_01.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_01.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:18	119950/119950	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:30:14%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_01.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_01.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:19	120932/120932	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:30:40%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_02.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_02.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:19	160504/160504	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:31:02%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_02.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_02.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:20	127082/127082	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:31:32%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_03.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_03.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:20	132398/132398	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:32:02%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_03.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_03.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:20	117180/117180	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:32:26%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_04.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_04.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:21	156390/156390	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:33:24%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_05.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_05.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:21	164655/164655	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:32:50%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_04.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_04.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:22	129589/129589	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:34:12%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_06.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_06.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:22	102576/102576	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2019:56:20%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/teachers/teacher_01.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/teachers/teacher_01.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:22	230345/230345	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:33:44%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_05.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_bg_05.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:22	122933/122933	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20May%202017%2023:34:34%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_06.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/gallery/gallery_06.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:22	56644/56644	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jul%202024%2001:23:26%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/teacher-profile.html	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/teacher-profile.html	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:23	116458/116458	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2019:56:40%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/teachers/teacher_02.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/teachers/teacher_02.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:23	127313/127313	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2019:57:00%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/teachers/teacher_03.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/teachers/teacher_03.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:23	16366/16366	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2020:18:24%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/testimonial/testimonial_01.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/testimonial/testimonial_01.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:23	14491/14491	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2021:24:26%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/testimonial/testimonial_02.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/testimonial/testimonial_02.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:24	15897/15897	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2021:26:10%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/testimonial/testimonial_03.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/testimonial/testimonial_03.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:24	115215/115215	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2022:52:14%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/event/event_01.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/event/event_01.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:24	80429/80429	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2022:53:14%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/event/event_03.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/event/event_03.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:25	121029/121029	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2022:52:38%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/event/event_02.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/event/event_02.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:25	1263/1263	---M--	200	added ('OK')	image/png	date:Sat,%2013%20May%202017%2021:55:14%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/logo_02.png	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/logo_02.png	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:25	8567/8567	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202017%2021:39:54%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/blog/footer_post_01.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/blog/footer_post_01.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:25	9089/9089	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202017%2021:40:28%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/blog/footer_post_02.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/blog/footer_post_02.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
06:23:26	6909/6909	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202017%2021:40:56%20GMT	https://demos.codexcoder.com/labartisan/html/all-study/images/blog/footer_post_03.jpg	D:/SchoolProject/demos.codexcoder.com/labartisan/html/all-study/images/blog/footer_post_03.jpg	(from https://demos.codexcoder.com/labartisan/html/all-study/index.html)
